recommendation_id,game,playtime_at_review_hours,game_q75,high_playtime,review_word_count,log_review_words,combat,challenge,progression,exploration,narrative,immersion,steam_purchase,received_for_free
230845151,Cyberpunk 2077,943.4167,138.225025,1,16,2.833213344,0,0,0,0,1,0,1,0
230843064,Cyberpunk 2077,216.7667,138.225025,1,26,3.295836866,0,0,0,0,1,1,1,0
230840737,Cyberpunk 2077,48.1333,138.225025,0,24,3.218875825,0,0,0,0,1,0,1,0
230840632,Cyberpunk 2077,184.95,138.225025,1,12,2.564949357,0,0,0,1,0,0,1,0
230839688,Cyberpunk 2077,34.8667,138.225025,0,26,3.295836866,0,0,0,0,0,0,0,0
230838838,Cyberpunk 2077,94.2667,138.225025,0,427,6.059123196,1,1,1,0,1,0,1,0
230838691,Cyberpunk 2077,22.9333,138.225025,0,12,2.564949357,0,0,0,0,1,0,1,0
230838427,Cyberpunk 2077,228.3833,138.225025,1,57,4.060443011,0,0,0,0,1,1,1,0
230838080,Cyberpunk 2077,117.9833,138.225025,0,26,3.295836866,0,0,0,0,1,0,1,0
230835895,Cyberpunk 2077,460.1833,138.225025,1,54,4.007333185,0,0,0,0,0,0,1,0
230832151,Cyberpunk 2077,310.3,138.225025,1,10,2.397895273,0,0,0,0,0,0,0,0
230831226,Cyberpunk 2077,100.5833,138.225025,0,11,2.48490665,0,0,0,0,0,0,1,0
230830364,Cyberpunk 2077,40.9667,138.225025,0,10,2.397895273,0,1,0,0,0,0,1,0
230828956,Cyberpunk 2077,82.5833,138.225025,0,126,4.844187086,0,0,0,0,1,0,1,0
230828233,Cyberpunk 2077,92.8333,138.225025,0,82,4.418840608,1,0,0,0,1,0,1,0
230827447,Cyberpunk 2077,6.0833,138.225025,0,38,3.663561646,0,0,0,0,0,0,1,0
230825964,Cyberpunk 2077,313.9,138.225025,1,31,3.465735903,0,0,0,0,1,0,1,0
230824271,Cyberpunk 2077,134.3,138.225025,0,106,4.672828834,1,0,1,0,1,0,1,0
230823750,Cyberpunk 2077,68.6333,138.225025,0,16,2.833213344,0,0,0,0,0,0,1,0
230823185,Cyberpunk 2077,76.7167,138.225025,0,11,2.48490665,0,0,0,0,0,0,1,0
230822284,Cyberpunk 2077,92.0667,138.225025,0,61,4.127134385,0,0,0,0,0,0,1,0
230821913,Cyberpunk 2077,77.0167,138.225025,0,282,5.645446898,1,1,1,0,1,0,1,0
230821626,Cyberpunk 2077,396.1167,138.225025,1,19,2.995732274,0,0,0,0,0,0,0,0
230821411,Cyberpunk 2077,57.1333,138.225025,0,33,3.526360525,0,0,0,0,1,0,1,0
230816528,Cyberpunk 2077,116.4833,138.225025,0,19,2.995732274,0,0,0,0,0,0,0,0
230815998,Cyberpunk 2077,35.1667,138.225025,0,29,3.401197382,0,0,0,0,1,0,1,0
230815787,Cyberpunk 2077,30.8167,138.225025,0,24,3.218875825,0,0,0,0,0,0,1,0
230815376,Cyberpunk 2077,101.7833,138.225025,0,45,3.828641396,0,0,0,0,0,0,1,0
230814601,Cyberpunk 2077,73.6667,138.225025,0,18,2.944438979,0,0,0,0,1,0,1,0
230814443,Cyberpunk 2077,550.4667,138.225025,1,71,4.276666119,0,0,0,0,1,0,0,0
230813156,Cyberpunk 2077,263.1833,138.225025,1,34,3.555348061,0,0,0,0,1,1,1,0
230812504,Cyberpunk 2077,100.2333,138.225025,0,23,3.17805383,0,0,0,0,0,0,1,0
230812176,Cyberpunk 2077,0.3333,138.225025,0,45,3.828641396,0,0,0,0,1,0,1,0
230810592,Cyberpunk 2077,168.4833,138.225025,1,89,4.49980967,0,0,0,0,1,0,1,0
230810529,Cyberpunk 2077,26.7667,138.225025,0,39,3.688879454,0,0,0,0,0,0,1,0
230809612,Cyberpunk 2077,79.4833,138.225025,0,15,2.772588722,0,0,0,0,0,0,1,0
230809419,Cyberpunk 2077,314.3167,138.225025,1,240,5.484796933,1,0,1,1,1,1,1,0
230808464,Cyberpunk 2077,39.6,138.225025,0,17,2.890371758,0,0,0,0,0,0,1,0
230807812,Cyberpunk 2077,7.55,138.225025,0,12,2.564949357,0,0,0,0,1,0,1,0
230806781,Cyberpunk 2077,41.4,138.225025,0,13,2.63905733,0,0,0,0,0,0,1,0
230805897,Cyberpunk 2077,322.9333,138.225025,1,46,3.850147602,0,0,0,1,1,0,1,0
230805774,Cyberpunk 2077,30.3667,138.225025,0,28,3.36729583,0,0,0,0,0,0,1,0
230805755,Cyberpunk 2077,168.4167,138.225025,1,207,5.33753808,0,1,1,0,1,0,1,0
230805444,Cyberpunk 2077,151.05,138.225025,1,31,3.465735903,0,0,0,0,0,0,1,0
230804489,Cyberpunk 2077,76.35,138.225025,0,21,3.091042453,0,0,0,0,1,0,1,0
230803215,Cyberpunk 2077,63.2667,138.225025,0,50,3.931825633,0,0,1,0,0,0,1,0
230799792,Cyberpunk 2077,199.65,138.225025,1,44,3.80666249,0,1,1,0,1,1,1,0
230799626,Cyberpunk 2077,109.35,138.225025,0,29,3.401197382,0,0,0,0,1,0,1,0
230799357,Cyberpunk 2077,60,138.225025,0,118,4.779123493,1,0,1,0,1,0,1,0
230798861,Cyberpunk 2077,34.7833,138.225025,0,17,2.890371758,0,0,0,0,0,0,1,0
230797148,Cyberpunk 2077,33.95,138.225025,0,32,3.496507561,0,0,0,0,1,0,1,0
230797013,Cyberpunk 2077,72.2333,138.225025,0,24,3.218875825,0,0,0,0,1,1,1,0
230796187,Cyberpunk 2077,38.1833,138.225025,0,13,2.63905733,0,0,0,0,0,0,1,0
230794642,Cyberpunk 2077,29.7333,138.225025,0,47,3.871201011,0,0,0,0,0,0,0,0
230794511,Cyberpunk 2077,45.6,138.225025,0,49,3.912023005,0,1,0,0,0,0,1,0
230794150,Cyberpunk 2077,175.8667,138.225025,1,175,5.170483995,0,0,0,0,0,0,1,0
230792871,Cyberpunk 2077,400.7333,138.225025,1,71,4.276666119,0,0,0,0,1,0,1,0
230791133,Cyberpunk 2077,23.9333,138.225025,0,16,2.833213344,0,0,0,0,0,0,1,0
230789045,Cyberpunk 2077,71.05,138.225025,0,174,5.164785974,0,0,1,0,1,1,1,0
230788641,Cyberpunk 2077,560.9667,138.225025,1,12,2.564949357,0,0,0,0,1,0,1,0
230786454,Cyberpunk 2077,419.4667,138.225025,1,16,2.833213344,0,0,0,0,0,0,1,0
230786035,Cyberpunk 2077,120.35,138.225025,0,779,6.65929392,1,0,1,0,1,1,1,0
230785552,Cyberpunk 2077,100.2333,138.225025,0,22,3.135494216,0,0,0,0,1,0,1,0
230784612,Cyberpunk 2077,74.9167,138.225025,0,19,2.995732274,0,0,0,0,0,0,1,0
230783212,Cyberpunk 2077,93.85,138.225025,0,24,3.218875825,0,0,0,0,0,0,1,0
230782998,Cyberpunk 2077,59.9667,138.225025,0,21,3.091042453,0,0,0,0,0,0,1,0
230782522,Cyberpunk 2077,96.2,138.225025,0,17,2.890371758,0,1,0,0,1,0,1,0
230782426,Cyberpunk 2077,97.9167,138.225025,0,23,3.17805383,0,0,0,0,0,0,1,0
230781253,Cyberpunk 2077,11.3833,138.225025,0,27,3.33220451,0,0,0,0,0,0,1,0
230780260,Cyberpunk 2077,257.3167,138.225025,1,32,3.496507561,0,0,0,0,0,0,1,0
230778806,Cyberpunk 2077,98.3,138.225025,0,181,5.204006687,0,0,0,1,1,1,1,0
230777689,Cyberpunk 2077,1421.4,138.225025,1,11,2.48490665,0,0,0,0,0,0,1,0
230776427,Cyberpunk 2077,225.1333,138.225025,1,35,3.583518938,0,0,0,0,0,0,1,0
230775315,Cyberpunk 2077,10,138.225025,0,74,4.317488114,0,0,0,0,1,1,1,0
230775142,Cyberpunk 2077,29.35,138.225025,0,30,3.433987204,0,0,0,0,0,0,1,0
230774828,Cyberpunk 2077,36.3333,138.225025,0,155,5.049856007,1,0,0,1,1,1,1,1
230774533,Cyberpunk 2077,160.9667,138.225025,1,24,3.218875825,0,0,0,1,0,0,1,0
230773846,Cyberpunk 2077,62.9667,138.225025,0,32,3.496507561,0,0,0,0,0,0,1,0
230770019,Cyberpunk 2077,67.2167,138.225025,0,35,3.583518938,0,0,0,1,1,0,1,0
230768340,Cyberpunk 2077,54.1333,138.225025,0,318,5.765191103,1,1,1,1,1,0,1,0
230767528,Cyberpunk 2077,68.6667,138.225025,0,15,2.772588722,0,0,0,0,0,0,1,0
230766152,Cyberpunk 2077,181.8667,138.225025,1,500,6.216606101,1,1,1,1,1,1,0,0
230765972,Cyberpunk 2077,16.7333,138.225025,0,15,2.772588722,0,0,0,0,1,0,1,0
230765934,Cyberpunk 2077,26.85,138.225025,0,33,3.526360525,0,0,0,0,1,0,1,0
230765853,Cyberpunk 2077,96.15,138.225025,0,55,4.025351691,0,0,0,0,0,0,1,0
230764817,Cyberpunk 2077,159.9667,138.225025,1,22,3.135494216,0,0,0,0,0,0,1,0
230764182,Cyberpunk 2077,155.1833,138.225025,1,37,3.63758616,0,0,0,0,0,0,1,0
230759207,Cyberpunk 2077,294.9167,138.225025,1,11,2.48490665,0,0,0,0,0,0,1,0
230757757,Cyberpunk 2077,88.9667,138.225025,0,135,4.912654886,0,0,0,0,1,0,1,0
230753950,Cyberpunk 2077,42.7833,138.225025,0,40,3.713572067,0,0,0,0,0,0,1,0
230753752,Cyberpunk 2077,88.6667,138.225025,0,27,3.33220451,0,0,0,0,0,0,1,0
230751407,Cyberpunk 2077,10.5167,138.225025,0,15,2.772588722,0,0,0,0,0,0,1,0
230749779,Cyberpunk 2077,101.6,138.225025,0,78,4.369447852,0,0,0,0,0,0,1,0
230749583,Cyberpunk 2077,26.35,138.225025,0,78,4.369447852,0,0,0,0,0,0,0,1
230747648,Cyberpunk 2077,16.5667,138.225025,0,22,3.135494216,0,0,0,0,1,0,1,0
230747400,Cyberpunk 2077,163.9667,138.225025,1,24,3.218875825,0,0,0,0,0,0,1,0
230746694,Cyberpunk 2077,86.8,138.225025,0,20,3.044522438,0,0,0,0,0,0,1,0
230746581,Cyberpunk 2077,177.25,138.225025,1,28,3.36729583,0,0,0,0,0,0,1,0
230746087,Cyberpunk 2077,15.8167,138.225025,0,52,3.970291914,0,0,0,0,0,0,1,0
230744537,Cyberpunk 2077,38.8667,138.225025,0,71,4.276666119,0,0,0,0,1,0,1,0
230738844,Cyberpunk 2077,37.2333,138.225025,0,62,4.143134726,0,0,0,0,0,1,1,0
230736501,Cyberpunk 2077,3.05,138.225025,0,53,3.988984047,0,0,0,0,1,1,1,0
230732562,Cyberpunk 2077,27.4167,138.225025,0,34,3.555348061,0,1,0,0,0,0,1,0
230732506,Cyberpunk 2077,121.05,138.225025,0,85,4.454347296,1,0,1,0,1,1,1,0
230731311,Cyberpunk 2077,1061.7,138.225025,1,42,3.761200116,0,0,0,0,0,0,1,0
230731011,Cyberpunk 2077,22.0167,138.225025,0,40,3.713572067,0,0,0,1,0,0,1,0
230730522,Cyberpunk 2077,67.7333,138.225025,0,53,3.988984047,0,0,0,0,1,0,1,0
230729328,Cyberpunk 2077,47.6833,138.225025,0,43,3.784189634,0,0,0,0,0,0,0,0
230725362,Cyberpunk 2077,33.6167,138.225025,0,12,2.564949357,0,0,0,0,0,0,1,0
230724206,Cyberpunk 2077,103.9333,138.225025,0,24,3.218875825,0,0,0,0,0,0,1,0
230722034,Cyberpunk 2077,110.9667,138.225025,0,22,3.135494216,0,0,0,0,0,0,1,0
230722018,Cyberpunk 2077,32.0667,138.225025,0,13,2.63905733,0,0,0,1,1,0,1,0
230721276,Cyberpunk 2077,602.4,138.225025,1,63,4.158883083,0,0,0,0,1,1,1,0
230720648,Cyberpunk 2077,89.6,138.225025,0,38,3.663561646,0,0,0,0,0,0,1,0
230719622,Cyberpunk 2077,9.3,138.225025,0,29,3.401197382,0,0,0,0,1,0,1,0
230719481,Cyberpunk 2077,13.5833,138.225025,0,44,3.80666249,0,0,0,0,1,0,1,0
230719409,Cyberpunk 2077,250.2833,138.225025,1,19,2.995732274,0,0,0,0,0,0,1,0
230717700,Cyberpunk 2077,16.15,138.225025,0,15,2.772588722,0,0,0,0,0,0,1,0
230716235,Cyberpunk 2077,16.3167,138.225025,0,67,4.219507705,0,0,0,0,0,0,1,0
230715556,Cyberpunk 2077,40.4833,138.225025,0,12,2.564949357,0,0,0,0,1,0,0,0
230715533,Cyberpunk 2077,55.8833,138.225025,0,12,2.564949357,0,0,0,0,0,0,1,0
230712527,Cyberpunk 2077,131.1667,138.225025,0,184,5.220355825,0,0,0,0,1,0,1,0
230712450,Cyberpunk 2077,72.2667,138.225025,0,47,3.871201011,0,0,0,0,0,0,1,0
230709561,Cyberpunk 2077,145.6167,138.225025,1,47,3.871201011,0,0,0,0,0,0,1,0
230708254,Cyberpunk 2077,131.2667,138.225025,0,112,4.727387819,0,0,0,1,1,1,1,0
230707815,Cyberpunk 2077,181.1167,138.225025,1,239,5.480638923,1,0,1,1,1,1,1,0
230703149,Cyberpunk 2077,88.3333,138.225025,0,17,2.890371758,0,0,0,0,0,0,1,0
230702762,Cyberpunk 2077,238.1167,138.225025,1,302,5.713732806,0,0,0,0,0,0,1,0
230702158,Cyberpunk 2077,44.6667,138.225025,0,11,2.48490665,0,0,0,0,0,0,1,0
230701531,Cyberpunk 2077,52.05,138.225025,0,18,2.944438979,0,0,0,0,1,0,1,0
230700423,Cyberpunk 2077,213.7833,138.225025,1,32,3.496507561,0,0,0,0,0,0,1,0
230700366,Cyberpunk 2077,66.7833,138.225025,0,40,3.713572067,0,0,0,0,0,0,1,0
230699339,Cyberpunk 2077,3.5667,138.225025,0,10,2.397895273,0,0,0,0,0,0,1,0
230697704,Cyberpunk 2077,222.1667,138.225025,1,254,5.541263545,0,0,0,1,1,1,1,0
230696551,Cyberpunk 2077,165.8667,138.225025,1,31,3.465735903,0,0,1,0,0,0,1,0
230696147,Cyberpunk 2077,16.1167,138.225025,0,12,2.564949357,0,0,0,0,0,0,1,0
230695414,Cyberpunk 2077,91.5167,138.225025,0,41,3.737669618,0,0,0,0,1,1,1,0
230694976,Cyberpunk 2077,34.5333,138.225025,0,64,4.17438727,1,0,0,0,1,0,1,0
230694831,Cyberpunk 2077,56.8167,138.225025,0,10,2.397895273,0,0,0,0,0,0,1,0
230694431,Cyberpunk 2077,63.7667,138.225025,0,16,2.833213344,0,0,0,0,0,0,1,0
230691411,Cyberpunk 2077,10.1833,138.225025,0,18,2.944438979,0,0,0,0,0,1,1,0
230689935,Cyberpunk 2077,58.3333,138.225025,0,20,3.044522438,0,0,0,0,0,0,0,0
230689513,Cyberpunk 2077,192.4167,138.225025,1,10,2.397895273,0,0,0,0,1,0,0,1
230688899,Cyberpunk 2077,495.0167,138.225025,1,33,3.526360525,0,0,0,0,0,0,1,0
230687238,Cyberpunk 2077,288.7167,138.225025,1,109,4.700480366,1,0,0,0,1,0,1,0
230685928,Cyberpunk 2077,138.6167,138.225025,1,13,2.63905733,0,0,0,0,0,0,1,0
230685052,Cyberpunk 2077,40.5167,138.225025,0,12,2.564949357,0,0,0,0,0,0,1,0
230681032,Cyberpunk 2077,234.5833,138.225025,1,19,2.995732274,0,0,0,0,0,0,1,0
230680317,Cyberpunk 2077,41.5167,138.225025,0,32,3.496507561,0,0,0,0,1,0,1,0
230677411,Cyberpunk 2077,35.55,138.225025,0,28,3.36729583,0,0,0,0,1,0,1,0
230676808,Cyberpunk 2077,17.5,138.225025,0,12,2.564949357,1,0,0,0,0,0,1,0
230675992,Cyberpunk 2077,37.7167,138.225025,0,13,2.63905733,0,0,0,0,0,0,1,1
230674572,Cyberpunk 2077,9.6333,138.225025,0,101,4.624972813,0,0,1,0,1,1,1,0
230674063,Cyberpunk 2077,48.45,138.225025,0,39,3.688879454,0,0,1,0,0,0,1,0
230672397,Cyberpunk 2077,23.6833,138.225025,0,12,2.564949357,0,0,0,0,0,0,1,0
230671019,Cyberpunk 2077,44.1333,138.225025,0,15,2.772588722,0,0,0,0,1,0,1,0
230669377,Cyberpunk 2077,90.5667,138.225025,0,331,5.805134969,1,1,1,0,1,1,1,0
230669290,Cyberpunk 2077,115.8333,138.225025,0,25,3.258096538,0,0,0,0,0,0,1,0
230669004,Cyberpunk 2077,184.7833,138.225025,1,42,3.761200116,0,0,0,0,1,0,1,0
230667937,Cyberpunk 2077,49.0833,138.225025,0,186,5.231108617,0,0,0,0,1,1,1,0
230663924,Cyberpunk 2077,280.8,138.225025,1,80,4.394449155,0,0,0,0,1,0,1,0
230662689,Cyberpunk 2077,60.5833,138.225025,0,47,3.871201011,0,0,0,0,1,0,0,0
230662638,Cyberpunk 2077,12.7167,138.225025,0,17,2.890371758,0,1,0,0,1,0,1,0
230662103,Cyberpunk 2077,72.4167,138.225025,0,17,2.890371758,0,0,0,0,0,0,1,0
230661766,Cyberpunk 2077,111.9333,138.225025,0,45,3.828641396,0,0,0,0,0,0,1,0
230661519,Cyberpunk 2077,67.4667,138.225025,0,43,3.784189634,0,0,0,0,0,0,1,0
230661280,Cyberpunk 2077,43.05,138.225025,0,20,3.044522438,0,0,0,0,0,0,1,0
230660282,Cyberpunk 2077,38.8167,138.225025,0,124,4.828313737,1,0,0,0,0,0,1,0
230659501,Cyberpunk 2077,84.6,138.225025,0,12,2.564949357,0,0,0,0,0,0,1,0
230658595,Cyberpunk 2077,48.8,138.225025,0,11,2.48490665,0,0,0,0,0,0,1,0
230657700,Cyberpunk 2077,94.1833,138.225025,0,10,2.397895273,0,0,0,0,1,0,1,0
230657339,Cyberpunk 2077,116.25,138.225025,0,20,3.044522438,0,0,0,0,0,0,1,0
230657250,Cyberpunk 2077,246.0833,138.225025,1,44,3.80666249,1,1,0,0,1,1,1,0
230656905,Cyberpunk 2077,82.2667,138.225025,0,11,2.48490665,0,0,0,0,1,0,1,0
230651878,Cyberpunk 2077,203.8,138.225025,1,105,4.663439094,1,0,1,0,1,0,1,0
230651641,Cyberpunk 2077,81.8833,138.225025,0,33,3.526360525,1,0,0,0,1,0,1,0
230651567,Cyberpunk 2077,139.6833,138.225025,1,12,2.564949357,0,0,0,0,0,0,1,0
230650916,Cyberpunk 2077,43.4833,138.225025,0,14,2.708050201,0,0,0,0,0,0,1,0
230650739,Cyberpunk 2077,190.2167,138.225025,1,71,4.276666119,1,0,0,0,1,1,1,0
230650424,Cyberpunk 2077,83.95,138.225025,0,20,3.044522438,0,0,0,0,0,0,1,0
230650371,Cyberpunk 2077,20.7667,138.225025,0,11,2.48490665,0,0,0,0,1,0,1,0
230649132,Cyberpunk 2077,151.4167,138.225025,1,88,4.48863637,0,0,0,0,1,0,1,0
230648692,Cyberpunk 2077,35.9333,138.225025,0,17,2.890371758,0,0,0,0,0,0,1,0
230648667,Cyberpunk 2077,60.3833,138.225025,0,65,4.189654742,0,0,0,1,0,0,1,0
230648403,Cyberpunk 2077,38.3667,138.225025,0,36,3.610917913,0,0,0,0,1,0,1,0
230647883,Cyberpunk 2077,36.7333,138.225025,0,499,6.214608098,1,1,1,0,1,1,1,0
230646354,Cyberpunk 2077,24.2167,138.225025,0,23,3.17805383,0,0,0,0,0,0,1,0
230645593,Cyberpunk 2077,147.1333,138.225025,1,30,3.433987204,0,0,0,0,1,0,1,0
230645308,Cyberpunk 2077,38.8333,138.225025,0,21,3.091042453,0,0,0,0,0,0,1,0
230643356,Cyberpunk 2077,12.1167,138.225025,0,12,2.564949357,1,0,0,0,0,0,1,0
230643346,Cyberpunk 2077,61.1667,138.225025,0,18,2.944438979,0,0,0,0,1,0,1,0
230642621,Cyberpunk 2077,97.4833,138.225025,0,16,2.833213344,0,0,0,0,1,0,1,0
230642164,Cyberpunk 2077,209.1,138.225025,1,172,5.153291594,1,1,0,1,0,0,1,0
230642000,Cyberpunk 2077,78.4833,138.225025,0,18,2.944438979,0,0,0,0,0,0,1,0
230641820,Cyberpunk 2077,96.6333,138.225025,0,119,4.787491743,1,0,1,0,1,0,1,0
230641452,Cyberpunk 2077,4.25,138.225025,0,37,3.63758616,0,0,0,0,1,0,1,0
230641140,Cyberpunk 2077,360.95,138.225025,1,60,4.110873864,0,0,0,0,0,0,0,0
230640604,Cyberpunk 2077,20.3,138.225025,0,60,4.110873864,0,0,0,0,1,0,1,0
230639448,Cyberpunk 2077,7.4833,138.225025,0,18,2.944438979,0,0,0,0,1,0,0,0
230639307,Cyberpunk 2077,83.85,138.225025,0,19,2.995732274,0,0,0,0,0,0,1,0
230638613,Cyberpunk 2077,15.6333,138.225025,0,11,2.48490665,0,0,0,0,0,0,1,0
230638140,Cyberpunk 2077,61.8,138.225025,0,13,2.63905733,0,0,0,0,1,0,1,0
230636711,Cyberpunk 2077,141.35,138.225025,1,17,2.890371758,0,0,0,0,0,0,1,0
230636642,Cyberpunk 2077,111.2167,138.225025,0,42,3.761200116,0,0,0,1,0,1,1,0
230635849,Cyberpunk 2077,79.0333,138.225025,0,18,2.944438979,0,0,0,0,0,0,1,0
230635468,Cyberpunk 2077,8.95,138.225025,0,62,4.143134726,0,0,0,0,1,1,1,0
230634561,Cyberpunk 2077,87.5,138.225025,0,26,3.295836866,0,0,0,0,0,0,1,0
230632619,Cyberpunk 2077,13.1333,138.225025,0,26,3.295836866,0,0,0,1,1,0,1,0
230631167,Cyberpunk 2077,222.1333,138.225025,1,27,3.33220451,0,0,0,0,0,0,0,0
230630159,Cyberpunk 2077,112.9,138.225025,0,53,3.988984047,0,0,0,0,1,0,1,0
230629969,Cyberpunk 2077,35.35,138.225025,0,53,3.988984047,0,1,0,0,0,1,1,0
230629854,Cyberpunk 2077,154.1167,138.225025,1,14,2.708050201,0,0,0,0,1,0,0,0
230629277,Cyberpunk 2077,107,138.225025,0,11,2.48490665,0,0,0,0,0,0,1,0
230629046,Cyberpunk 2077,322.2667,138.225025,1,29,3.401197382,0,0,0,0,0,0,1,0
230628934,Cyberpunk 2077,22.5167,138.225025,0,27,3.33220451,0,0,0,0,0,0,1,0
230628198,Cyberpunk 2077,349.8167,138.225025,1,19,2.995732274,0,0,0,0,0,0,1,0
230626001,Cyberpunk 2077,49.0667,138.225025,0,51,3.951243719,0,0,0,0,1,1,1,0
230625371,Cyberpunk 2077,313.4,138.225025,1,45,3.828641396,0,0,0,0,0,0,1,0
230624588,Cyberpunk 2077,35.2,138.225025,0,10,2.397895273,0,0,0,0,0,0,1,0
230623811,Cyberpunk 2077,81.8167,138.225025,0,94,4.553876892,0,0,0,0,0,0,1,0
230621134,Cyberpunk 2077,32.1833,138.225025,0,38,3.663561646,0,0,0,0,0,0,1,0
230620353,Cyberpunk 2077,13.5,138.225025,0,17,2.890371758,0,0,1,0,1,0,1,0
230620106,Cyberpunk 2077,86.2833,138.225025,0,185,5.225746674,1,0,0,0,1,0,1,0
230616806,Cyberpunk 2077,25.8,138.225025,0,25,3.258096538,0,0,0,0,1,0,1,0
230614788,Cyberpunk 2077,110.0833,138.225025,0,42,3.761200116,0,0,0,0,0,0,1,0
230614732,Cyberpunk 2077,88.9833,138.225025,0,17,2.890371758,1,0,0,0,0,0,0,0
230613185,Cyberpunk 2077,51.2833,138.225025,0,30,3.433987204,0,0,0,1,0,0,1,0
230612829,Cyberpunk 2077,20.1,138.225025,0,10,2.397895273,0,0,0,0,0,0,1,0
230612779,Cyberpunk 2077,33.9,138.225025,0,130,4.875197323,0,0,0,0,1,1,1,0
230610377,Cyberpunk 2077,86.2,138.225025,0,88,4.48863637,0,0,0,0,1,1,1,0
230609015,Cyberpunk 2077,46.6167,138.225025,0,48,3.891820298,0,0,0,0,1,0,1,0
230608951,Cyberpunk 2077,42.15,138.225025,0,40,3.713572067,0,0,0,0,1,0,1,0
230606576,Cyberpunk 2077,111.6833,138.225025,0,111,4.718498871,1,0,0,0,1,1,1,0
230604086,Cyberpunk 2077,132.6833,138.225025,0,72,4.290459441,1,0,0,0,1,0,1,0
230602723,Cyberpunk 2077,167.4833,138.225025,1,12,2.564949357,0,0,0,0,0,0,1,0
230601181,Cyberpunk 2077,78.9167,138.225025,0,42,3.761200116,0,0,0,0,1,0,1,0
230599819,Cyberpunk 2077,39.1167,138.225025,0,14,2.708050201,0,0,0,0,0,0,1,0
230599506,Cyberpunk 2077,7.2667,138.225025,0,31,3.465735903,0,0,0,0,0,0,1,0
230598692,Cyberpunk 2077,23.5667,138.225025,0,11,2.48490665,0,0,0,0,0,0,1,0
230597980,Cyberpunk 2077,73.15,138.225025,0,20,3.044522438,0,0,0,0,0,0,1,0
230597958,Cyberpunk 2077,22.1333,138.225025,0,84,4.442651256,0,0,1,0,0,0,1,0
230597754,Cyberpunk 2077,56.5,138.225025,0,10,2.397895273,0,0,0,0,0,0,1,0
230596261,Cyberpunk 2077,8.8,138.225025,0,21,3.091042453,0,0,0,0,0,0,1,0
230592868,Cyberpunk 2077,35.9333,138.225025,0,20,3.044522438,0,0,0,0,0,0,1,0
230590823,Cyberpunk 2077,32.8833,138.225025,0,16,2.833213344,0,0,0,0,1,0,1,0
230589818,Cyberpunk 2077,50.5,138.225025,0,45,3.828641396,0,0,0,0,1,0,1,0
230589728,Cyberpunk 2077,18.05,138.225025,0,31,3.465735903,0,0,0,0,1,0,1,0
230589409,Cyberpunk 2077,17.9333,138.225025,0,12,2.564949357,0,0,0,0,0,0,1,0
230588116,Cyberpunk 2077,82.1333,138.225025,0,47,3.871201011,0,0,0,0,1,0,1,0
230587605,Cyberpunk 2077,38.5667,138.225025,0,49,3.912023005,1,0,0,0,1,0,1,0
230585467,Cyberpunk 2077,163.4,138.225025,1,16,2.833213344,0,0,0,0,0,0,1,0
230583761,Cyberpunk 2077,24.7833,138.225025,0,17,2.890371758,0,0,0,0,0,0,1,0
230583202,Cyberpunk 2077,178.0667,138.225025,1,60,4.110873864,0,0,1,0,1,0,1,0
230583173,Cyberpunk 2077,21.7667,138.225025,0,14,2.708050201,0,0,0,0,0,0,1,0
230581808,Cyberpunk 2077,264.8833,138.225025,1,323,5.780743516,1,1,1,0,1,0,1,0
230578871,Cyberpunk 2077,98,138.225025,0,121,4.804021045,0,0,1,0,1,1,1,0
230578422,Cyberpunk 2077,71.7167,138.225025,0,136,4.919980926,0,0,0,1,1,0,1,0
230578378,Cyberpunk 2077,234.7833,138.225025,1,582,6.368187186,1,1,1,0,1,0,1,0
230577990,Cyberpunk 2077,46.1167,138.225025,0,17,2.890371758,0,0,0,1,0,0,1,0
230577685,Cyberpunk 2077,104.5167,138.225025,0,19,2.995732274,0,0,0,0,0,1,1,0
230576289,Cyberpunk 2077,83.7,138.225025,0,19,2.995732274,0,0,0,0,0,0,1,0
230576123,Cyberpunk 2077,202.7167,138.225025,1,27,3.33220451,1,0,0,0,1,0,1,0
230575025,Cyberpunk 2077,74,138.225025,0,26,3.295836866,0,1,1,0,0,0,1,0
230574909,Cyberpunk 2077,357.8333,138.225025,1,18,2.944438979,0,0,0,0,0,0,1,0
230573538,Cyberpunk 2077,144.0167,138.225025,1,48,3.891820298,0,0,0,0,0,0,1,0
230573063,Cyberpunk 2077,96.2833,138.225025,0,24,3.218875825,0,1,0,1,0,0,1,0
230572812,Cyberpunk 2077,143.5333,138.225025,1,30,3.433987204,0,0,0,0,0,0,1,0
230572212,Cyberpunk 2077,76.3333,138.225025,0,14,2.708050201,0,0,0,0,0,0,1,0
230572190,Cyberpunk 2077,76.1333,138.225025,0,18,2.944438979,0,0,0,0,0,0,0,0
230570766,Cyberpunk 2077,7.7833,138.225025,0,70,4.262679877,0,0,0,0,0,0,1,0
230570333,Cyberpunk 2077,82.3833,138.225025,0,23,3.17805383,0,0,0,0,0,0,1,0
230568938,Cyberpunk 2077,74.7667,138.225025,0,10,2.397895273,0,0,0,0,0,0,1,0
230568738,Cyberpunk 2077,14.3667,138.225025,0,51,3.951243719,0,0,0,0,1,0,1,0
230568576,Cyberpunk 2077,108.3333,138.225025,0,10,2.397895273,0,0,0,0,0,0,1,0
